"subject" "activity" "signal" "measurement"
15 "SITTING" "tBodyAcc.mean().Z" -0.11366125320339
16 "SITTING" "tBodyAcc.mean().Z" -0.0891404038405797
17 "SITTING" "tBodyAcc.mean().Z" -0.11362408509375
18 "SITTING" "tBodyAcc.mean().Z" -0.111904775824561
19 "SITTING" "tBodyAcc.mean().Z" -0.10870765430137
20 "SITTING" "tBodyAcc.mean().Z" -0.108369634515152
21 "SITTING" "tBodyAcc.mean().Z" -0.112057887741176
22 "SITTING" "tBodyAcc.mean().Z" -0.105827369516129
23 "SITTING" "tBodyAcc.mean().Z" -0.103808679294118
24 "SITTING" "tBodyAcc.mean().Z" -0.103041061426471
25 "SITTING" "tBodyAcc.mean().Z" -0.109160440476923
26 "SITTING" "tBodyAcc.mean().Z" -0.0974448692333333
27 "SITTING" "tBodyAcc.mean().Z" -0.105521912588571
28 "SITTING" "tBodyAcc.mean().Z" -0.111517939555556
29 "SITTING" "tBodyAcc.mean().Z" -0.1104118192
30 "SITTING" "tBodyAcc.mean().Z" -0.099515446133871
1 "STANDING" "tBodyAcc.mean().Z" -0.110601817735849
2 "STANDING" "tBodyAcc.mean().Z" -0.105908536055556
3 "STANDING" "tBodyAcc.mean().Z" -0.101621722633148
4 "STANDING" "tBodyAcc.mean().Z" -0.0961574905535714
5 "STANDING" "tBodyAcc.mean().Z" -0.102171095696429
6 "STANDING" "tBodyAcc.mean().Z" -0.112172831947368
7 "STANDING" "tBodyAcc.mean().Z" -0.0997778303207547
8 "STANDING" "tBodyAcc.mean().Z" -0.106114996837037
9 "STANDING" "tBodyAcc.mean().Z" -0.0952747481333333
10 "STANDING" "tBodyAcc.mean().Z" -0.107964083931818
11 "STANDING" "tBodyAcc.mean().Z" -0.108686630425532
12 "STANDING" "tBodyAcc.mean().Z" -0.105526999754098
13 "STANDING" "tBodyAcc.mean().Z" -0.112124137754386
14 "STANDING" "tBodyAcc.mean().Z" -0.103817701790667
15 "STANDING" "tBodyAcc.mean().Z" -0.105910832679245
16 "STANDING" "tBodyAcc.mean().Z" -0.103657729076923
17 "STANDING" "tBodyAcc.mean().Z" -0.111432145565
18 "STANDING" "tBodyAcc.mean().Z" -0.108453355945205
19 "STANDING" "tBodyAcc.mean().Z" -0.10904190460274
20 "STANDING" "tBodyAcc.mean().Z" -0.100402759931507
21 "STANDING" "tBodyAcc.mean().Z" -0.110417855808989
22 "STANDING" "tBodyAcc.mean().Z" -0.104967423820635
23 "STANDING" "tBodyAcc.mean().Z" -0.1105970177575
24 "STANDING" "tBodyAcc.mean().Z" -0.108222553855072
25 "STANDING" "tBodyAcc.mean().Z" -0.107352957594595
26 "STANDING" "tBodyAcc.mean().Z" -0.110237796416216
27 "STANDING" "tBodyAcc.mean().Z" -0.107835818025
28 "STANDING" "tBodyAcc.mean().Z" -0.106579385202532
29 "STANDING" "tBodyAcc.mean().Z" -0.108659067476923
30 "STANDING" "tBodyAcc.mean().Z" -0.108756209835593
1 "WALKING" "tBodyAcc.mean().Z" -0.111148103547368
2 "WALKING" "tBodyAcc.mean().Z" -0.105500357966102
3 "WALKING" "tBodyAcc.mean().Z" -0.112674859827586
4 "WALKING" "tBodyAcc.mean().Z" -0.11140306485
5 "WALKING" "tBodyAcc.mean().Z" -0.107741776464286
6 "WALKING" "tBodyAcc.mean().Z" -0.110303165877193
7 "WALKING" "tBodyAcc.mean().Z" -0.110912234947368
8 "WALKING" "tBodyAcc.mean().Z" -0.107252090833333
9 "WALKING" "tBodyAcc.mean().Z" -0.110820512307692
10 "WALKING" "tBodyAcc.mean().Z" -0.109057512132075
11 "WALKING" "tBodyAcc.mean().Z" -0.106096304033898
12 "WALKING" "tBodyAcc.mean().Z" -0.10316110632
13 "WALKING" "tBodyAcc.mean().Z" -0.111431456192982
14 "WALKING" "tBodyAcc.mean().Z" -0.106756369135593
15 "WALKING" "tBodyAcc.mean().Z" -0.107621819518519
16 "WALKING" "tBodyAcc.mean().Z" -0.108804049803922
17 "WALKING" "tBodyAcc.mean().Z" -0.109792122032787
18 "WALKING" "tBodyAcc.mean().Z" -0.104218315464286
19 "WALKING" "tBodyAcc.mean().Z" -0.122736673192308
20 "WALKING" "tBodyAcc.mean().Z" -0.113539477098039
21 "WALKING" "tBodyAcc.mean().Z" -0.104319332403846
22 "WALKING" "tBodyAcc.mean().Z" -0.107112510934783
23 "WALKING" "tBodyAcc.mean().Z" -0.113382994084746
24 "WALKING" "tBodyAcc.mean().Z" -0.110595952913793
25 "WALKING" "tBodyAcc.mean().Z" -0.108737636297297
26 "WALKING" "tBodyAcc.mean().Z" -0.108927011474576
27 "WALKING" "tBodyAcc.mean().Z" -0.112822289263158
28 "WALKING" "tBodyAcc.mean().Z" -0.103714705396296
29 "WALKING" "tBodyAcc.mean().Z" -0.106632427301887
30 "WALKING" "tBodyAcc.mean().Z" -0.0986247068969231
1 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.107566190908163
2 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.116812942382979
3 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.116139842908163
4 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.1067775246
5 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.100319930659574
6 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.107209356208333
7 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.096938308587234
8 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.107598135394737
9 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0910278793952381
10 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.110848597247368
11 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.111070149978261
12 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.10955593226087
13 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.101993941531915
14 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0928330165533333
15 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.110526066428571
16 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.119873705148936
17 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0892432745173913
18 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.1033908092
19 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.133695240660974
20 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.104602925937778
21 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.09816866218
22 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.1074157796
23 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0988123712574074
24 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.104818820272727
25 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.107192376965517
26 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.1064396194
27 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.112837694688636
28 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.10858897408913
29 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0981339984895833
30 "WALKING DOWNSTAIRS" "tBodyAcc.mean().Z" -0.0999781422322581
1 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.0973020020943396
2 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.152513899520833
3 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.110064863437288
4 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.114219455519231
5 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.107471453914894
6 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.122082438784314
7 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.143769688803922
8 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.11512211995122
9 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.125219003959184
10 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.118180420834043
11 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.106797216481481
12 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.107339730115385
13 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.125767265890909
14 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.112279688983333
15 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.116952464895833
16 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.124074517745098
17 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.121290442104167
18 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.112655891327586
19 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.151054607725
20 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.121023947784314
21 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.125414265340426
22 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.117550861738095
23 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.126890616782353
24 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.114248610966102
25 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.126210440292308
26 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.121943461236364
27 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.123530438196078
28 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.121514025692157
29 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.118000587840816
30 "WALKING UPSTAIRS" "tBodyAcc.mean().Z" -0.124697493775385
1 "LAYING" "tBodyAcc.std().X" -0.9280564692
2 "LAYING" "tBodyAcc.std().X" -0.974059464791667
3 "LAYING" "tBodyAcc.std().X" -0.982776639193548
4 "LAYING" "tBodyAcc.std().X" -0.954193738888889
5 "LAYING" "tBodyAcc.std().X" -0.965934509615385
6 "LAYING" "tBodyAcc.std().X" -0.934049422052632
7 "LAYING" "tBodyAcc.std().X" -0.93651361
8 "LAYING" "tBodyAcc.std().X" -0.94304121537037
9 "LAYING" "tBodyAcc.std().X" -0.94233309
10 "LAYING" "tBodyAcc.std().X" -0.968283685
11 "LAYING" "tBodyAcc.std().X" -0.98477733
12 "LAYING" "tBodyAcc.std().X" -0.95531868
13 "LAYING" "tBodyAcc.std().X" -0.968891989354839
14 "LAYING" "tBodyAcc.std().X" -0.917501887333333
15 "LAYING" "tBodyAcc.std().X" -0.972255551527778
16 "LAYING" "tBodyAcc.std().X" -0.973691429428571
17 "LAYING" "tBodyAcc.std().X" -0.972960567323944
18 "LAYING" "tBodyAcc.std().X" -0.984527649230769
19 "LAYING" "tBodyAcc.std().X" -0.965019579518072
20 "LAYING" "tBodyAcc.std().X" -0.962249114705882
21 "LAYING" "tBodyAcc.std().X" -0.955019866222222
22 "LAYING" "tBodyAcc.std().X" -0.947735251944444
23 "LAYING" "tBodyAcc.std().X" -0.956756363194444
24 "LAYING" "tBodyAcc.std().X" -0.967984021111111
25 "LAYING" "tBodyAcc.std().X" -0.909116474109589
26 "LAYING" "tBodyAcc.std().X" -0.969445445263158
27 "LAYING" "tBodyAcc.std().X" -0.978455153108108
28 "LAYING" "tBodyAcc.std().X" -0.9688882955
29 "LAYING" "tBodyAcc.std().X" -0.984219555507246
30 "LAYING" "tBodyAcc.std().X" -0.976362515428571
1 "SITTING" "tBodyAcc.std().X" -0.977229008297872
2 "SITTING" "tBodyAcc.std().X" -0.986822279565217
3 "SITTING" "tBodyAcc.std().X" -0.971010120961538
4 "SITTING" "tBodyAcc.std().X" -0.980309931
5 "SITTING" "tBodyAcc.std().X" -0.980945022045455
6 "SITTING" "tBodyAcc.std().X" -0.980164933636364
7 "SITTING" "tBodyAcc.std().X" -0.972668374583333
8 "SITTING" "tBodyAcc.std().X" -0.979026152391304
9 "SITTING" "tBodyAcc.std().X" -0.9572277914
10 "SITTING" "tBodyAcc.std().X" -0.982901825925926
11 "SITTING" "tBodyAcc.std().X" -0.982796562075472
12 "SITTING" "tBodyAcc.std().X" -0.982568781960784
13 "SITTING" "tBodyAcc.std().X" -0.989546275306122
14 "SITTING" "tBodyAcc.std().X" -0.976302248148148
15 "SITTING" "tBodyAcc.std().X" -0.987084356101695
16 "SITTING" "tBodyAcc.std().X" -0.986825605362319
17 "SITTING" "tBodyAcc.std().X" -0.9944439053125
18 "SITTING" "tBodyAcc.std().X" -0.994347988596491
19 "SITTING" "tBodyAcc.std().X" -0.976357663013699
20 "SITTING" "tBodyAcc.std().X" -0.983081858939394
21 "SITTING" "tBodyAcc.std().X" -0.991777287176471
22 "SITTING" "tBodyAcc.std().X" -0.978466823709677
23 "SITTING" "tBodyAcc.std().X" -0.987607636617647
24 "SITTING" "tBodyAcc.std().X" -0.990593766617647
25 "SITTING" "tBodyAcc.std().X" -0.991892828615385
26 "SITTING" "tBodyAcc.std().X" -0.979768987948718
27 "SITTING" "tBodyAcc.std().X" -0.988580107714286
28 "SITTING" "tBodyAcc.std().X" -0.983272806805556
29 "SITTING" "tBodyAcc.std().X" -0.9907450195
30 "SITTING" "tBodyAcc.std().X" -0.983622744193548
1 "STANDING" "tBodyAcc.std().X" -0.995759901509434
2 "STANDING" "tBodyAcc.std().X" -0.987271889259259
3 "STANDING" "tBodyAcc.std().X" -0.96674254295082
4 "STANDING" "tBodyAcc.std().X" -0.97692058
5 "STANDING" "tBodyAcc.std().X" -0.968591815714286
6 "STANDING" "tBodyAcc.std().X" -0.981758159649123
7 "STANDING" "tBodyAcc.std().X" -0.979307570377358
8 "STANDING" "tBodyAcc.std().X" -0.988815418148148
9 "STANDING" "tBodyAcc.std().X" -0.975741252444444
10 "STANDING" "tBodyAcc.std().X" -0.978403481818182
11 "STANDING" "tBodyAcc.std().X" -0.994978878723404
12 "STANDING" "tBodyAcc.std().X" -0.981243992459016
13 "STANDING" "tBodyAcc.std().X" -0.991020759298246
14 "STANDING" "tBodyAcc.std().X" -0.973268905
15 "STANDING" "tBodyAcc.std().X" -0.988949247358491
16 "STANDING" "tBodyAcc.std().X" -0.989076811794872
17 "STANDING" "tBodyAcc.std().X" -0.991163919871795
18 "STANDING" "tBodyAcc.std().X" -0.992019762739726
19 "STANDING" "tBodyAcc.std().X" -0.989910996849315
20 "STANDING" "tBodyAcc.std().X" -0.967209961232877
21 "STANDING" "tBodyAcc.std().X" -0.981419961123596
22 "STANDING" "tBodyAcc.std().X" -0.985000527142857
23 "STANDING" "tBodyAcc.std().X" -0.985421519558824
24 "STANDING" "tBodyAcc.std().X" -0.98725587115942
25 "STANDING" "tBodyAcc.std().X" -0.991970126756757
26 "STANDING" "tBodyAcc.std().X" -0.993069368783784
27 "STANDING" "tBodyAcc.std().X" -0.9919515835
28 "STANDING" "tBodyAcc.std().X" -0.977748638607595
29 "STANDING" "tBodyAcc.std().X" -0.996068635384615
30 "STANDING" "tBodyAcc.std().X" -0.977559426949153
1 "WALKING" "tBodyAcc.std().X" -0.283740258842105
2 "WALKING" "tBodyAcc.std().X" -0.423642838474576
3 "WALKING" "tBodyAcc.std().X" -0.360356726034483
4 "WALKING" "tBodyAcc.std().X" -0.440829971333333
5 "WALKING" "tBodyAcc.std().X" -0.294098534232143
6 "WALKING" "tBodyAcc.std().X" -0.296538717368421
7 "WALKING" "tBodyAcc.std().X" -0.327243240701754
8 "WALKING" "tBodyAcc.std().X" -0.173605736002083
9 "WALKING" "tBodyAcc.std().X" -0.238353562692308
10 "WALKING" "tBodyAcc.std().X" -0.178709734396226
11 "WALKING" "tBodyAcc.std().X" -0.422842071864407
12 "WALKING" "tBodyAcc.std().X" -0.128898533096
13 "WALKING" "tBodyAcc.std().X" -0.346980394210526
14 "WALKING" "tBodyAcc.std().X" -0.402639098135593
15 "WALKING" "tBodyAcc.std().X" -0.327961801111111
16 "WALKING" "tBodyAcc.std().X" -0.404692523921569
17 "WALKING" "tBodyAcc.std().X" -0.31950017295082
18 "WALKING" "tBodyAcc.std().X" -0.37600552125
19 "WALKING" "tBodyAcc.std().X" -0.0489049407963462
20 "WALKING" "tBodyAcc.std().X" -0.208342792019608
21 "WALKING" "tBodyAcc.std().X" -0.297814843538462
22 "WALKING" "tBodyAcc.std().X" -0.00865921919565217
23 "WALKING" "tBodyAcc.std().X" -0.313521773389831
24 "WALKING" "tBodyAcc.std().X" -0.47076236637931
25 "WALKING" "tBodyAcc.std().X" -0.596007443513514
26 "WALKING" "tBodyAcc.std().X" -0.340185527559322
27 "WALKING" "tBodyAcc.std().X" -0.348475560526316
28 "WALKING" "tBodyAcc.std().X" -0.293003522222222
29 "WALKING" "tBodyAcc.std().X" -0.174337940226415
30 "WALKING" "tBodyAcc.std().X" -0.346394275230769
1 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0300353383483878
2 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0463666814446808
3 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.0574100475102041
4 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0111935496222222
5 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.275046110468085
6 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.383681639791667
7 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0660815600978723
8 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0241393473736842
9 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.213392270547619
10 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.295733547631579
11 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.142456557034783
12 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0424084916086956
13 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.0681563626617021
14 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0178313402266667
15 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.406471051190476
16 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.207251997929787
17 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.187719760269565
18 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.302634565090909
19 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.626917070512821
20 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0745098785288889
21 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.224343492244444
22 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.348618168333333
23 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.0441392843425926
24 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.08273248054
25 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.253756934258621
26 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.17395384962
27 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.167407531090909
28 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.125712887943478
29 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" 0.167383602458333
30 "WALKING DOWNSTAIRS" "tBodyAcc.std().X" -0.0577703163548387
1 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.35470802509434
2 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.304376406458333
3 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.313123437627119
4 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.204933042903846
5 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.0457237779851064
6 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.0501350188513725
7 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.29487297445098
8 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.171712174634146
9 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.36144437755102
10 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.161591924234043
11 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.238802959018519
12 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.290149192307692
13 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.296284597454545
14 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.309396717592593
15 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.0260971840270833
16 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.397083831568627
17 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.062952754100625
18 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.380168286724138
19 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.1287420952375
20 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.116088676011765
21 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.240808282276596
22 "WALKING UPSTAIRS" "tBodyAcc.std().X" 0.0835738640921429
23 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.243887818513725
24 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.344399351355932
25 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.459775646153846
26 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.169006952418182
27 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.295439547254902
28 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.242062430294118
29 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.0867715569693878
30 "WALKING UPSTAIRS" "tBodyAcc.std().X" -0.350504475230769
1 "LAYING" "tBodyAcc.std().Y" -0.83682740562
2 "LAYING" "tBodyAcc.std().Y" -0.98027739875
3 "LAYING" "tBodyAcc.std().Y" -0.962057544516129
4 "LAYING" "tBodyAcc.std().Y" -0.941714042407407
5 "LAYING" "tBodyAcc.std().Y" -0.969295613269231
6 "LAYING" "tBodyAcc.std().Y" -0.924644826385965
7 "LAYING" "tBodyAcc.std().Y" -0.926262668653846
8 "LAYING" "tBodyAcc.std().Y" -0.93489116
9 "LAYING" "tBodyAcc.std().Y" -0.9162927764
10 "LAYING" "tBodyAcc.std().Y" -0.946454302068966
11 "LAYING" "tBodyAcc.std().Y" -0.972196873859649
12 "LAYING" "tBodyAcc.std().Y" -0.949072009333333
13 "LAYING" "tBodyAcc.std().Y" -0.950947949516129
14 "LAYING" "tBodyAcc.std().Y" -0.909697040980392
15 "LAYING" "tBodyAcc.std().Y" -0.962759422361111
16 "LAYING" "tBodyAcc.std().Y" -0.943061150285714
17 "LAYING" "tBodyAcc.std().Y" -0.944792875211268
18 "LAYING" "tBodyAcc.std().Y" -0.986160920923077
19 "LAYING" "tBodyAcc.std().Y" -0.973449968554217
20 "LAYING" "tBodyAcc.std().Y" -0.964098180294118
21 "LAYING" "tBodyAcc.std().Y" -0.956959422222222
22 "LAYING" "tBodyAcc.std().Y" -0.913276301666667
23 "LAYING" "tBodyAcc.std().Y" -0.976309827361111
24 "LAYING" "tBodyAcc.std().Y" -0.983126461944444
25 "LAYING" "tBodyAcc.std().Y" -0.691770680561644
26 "LAYING" "tBodyAcc.std().Y" -0.983231351842105
27 "LAYING" "tBodyAcc.std().Y" -0.983736043783784
28 "LAYING" "tBodyAcc.std().Y" -0.945386780375
29 "LAYING" "tBodyAcc.std().Y" -0.990240946666667
30 "LAYING" "tBodyAcc.std().Y" -0.954201823857143
1 "SITTING" "tBodyAcc.std().Y" -0.922618641914894
2 "SITTING" "tBodyAcc.std().Y" -0.950704499130435
3 "SITTING" "tBodyAcc.std().Y" -0.856617812115385
4 "SITTING" "tBodyAcc.std().Y" -0.89022398108
5 "SITTING" "tBodyAcc.std().Y" -0.904335121022727
6 "SITTING" "tBodyAcc.std().Y" -0.923682131090909
7 "SITTING" "tBodyAcc.std().Y" -0.909454698541667
8 "SITTING" "tBodyAcc.std().Y" -0.927331997021739
9 "SITTING" "tBodyAcc.std().Y" -0.875141405
10 "SITTING" "tBodyAcc.std().Y" -0.917979529962963
11 "SITTING" "tBodyAcc.std().Y" -0.921402118113208
12 "SITTING" "tBodyAcc.std().Y" -0.92858124
13 "SITTING" "tBodyAcc.std().Y" -0.938967741632653
14 "SITTING" "tBodyAcc.std().Y" -0.914935703907407
15 "SITTING" "tBodyAcc.std().Y" -0.922407162881356
16 "SITTING" "tBodyAcc.std().Y" -0.951607872463768
17 "SITTING" "tBodyAcc.std().Y" -0.96185862984375
18 "SITTING" "tBodyAcc.std().Y" -0.974928131052632
19 "SITTING" "tBodyAcc.std().Y" -0.950388943972603
20 "SITTING" "tBodyAcc.std().Y" -0.93612270469697
21 "SITTING" "tBodyAcc.std().Y" -0.966877560941176
22 "SITTING" "tBodyAcc.std().Y" -0.928059133795645
23 "SITTING" "tBodyAcc.std().Y" -0.934933559264706
24 "SITTING" "tBodyAcc.std().Y" -0.956255962058824
25 "SITTING" "tBodyAcc.std().Y" -0.947457617061538
26 "SITTING" "tBodyAcc.std().Y" -0.94079896551282
27 "SITTING" "tBodyAcc.std().Y" -0.971579125714286
28 "SITTING" "tBodyAcc.std().Y" -0.939905244861111
29 "SITTING" "tBodyAcc.std().Y" -0.963222497833333
30 "SITTING" "tBodyAcc.std().Y" -0.937857000806452
1 "STANDING" "tBodyAcc.std().Y" -0.973190056415094
2 "STANDING" "tBodyAcc.std().Y" -0.957304989259259
3 "STANDING" "tBodyAcc.std().Y" -0.893449307213115
4 "STANDING" "tBodyAcc.std().Y" -0.86159737875
5 "STANDING" "tBodyAcc.std().Y" -0.869439913392857
6 "STANDING" "tBodyAcc.std().Y" -0.921493191754386
7 "STANDING" "tBodyAcc.std().Y" -0.923400921886792
8 "STANDING" "tBodyAcc.std().Y" -0.938479429074074
9 "STANDING" "tBodyAcc.std().Y" -0.938635759333333
10 "STANDING" "tBodyAcc.std().Y" -0.919561843409091
11 "STANDING" "tBodyAcc.std().Y" -0.964173331702128
12 "STANDING" "tBodyAcc.std().Y" -0.923140254098361
13 "STANDING" "tBodyAcc.std().Y" -0.949422439473684
14 "STANDING" "tBodyAcc.std().Y" -0.928525725333333
15 "STANDING" "tBodyAcc.std().Y" -0.931900148301887
16 "STANDING" "tBodyAcc.std().Y" -0.960298267692308
17 "STANDING" "tBodyAcc.std().Y" -0.968176663717949
18 "STANDING" "tBodyAcc.std().Y" -0.95422343630137
19 "STANDING" "tBodyAcc.std().Y" -0.944430270684931
20 "STANDING" "tBodyAcc.std().Y" -0.87541041109589
21 "STANDING" "tBodyAcc.std().Y" -0.943601625393258
22 "STANDING" "tBodyAcc.std().Y" -0.922693288412698
23 "STANDING" "tBodyAcc.std().Y" -0.9584444925
24 "STANDING" "tBodyAcc.std().Y" -0.936871974347826
25 "STANDING" "tBodyAcc.std().Y" -0.954569225945946
26 "STANDING" "tBodyAcc.std().Y" -0.949466155405405
27 "STANDING" "tBodyAcc.std().Y" -0.955171419
28 "STANDING" "tBodyAcc.std().Y" -0.875689216835443
29 "STANDING" "tBodyAcc.std().Y" -0.969295721076923
30 "STANDING" "tBodyAcc.std().Y" -0.891654527118644
1 "WALKING" "tBodyAcc.std().Y" 0.114461336747368
2 "WALKING" "tBodyAcc.std().Y" -0.0780912533118644
3 "WALKING" "tBodyAcc.std().Y" -0.0699140652103448
4 "WALKING" "tBodyAcc.std().Y" -0.0788267367683333
5 "WALKING" "tBodyAcc.std().Y" 0.0767484028053571
6 "WALKING" "tBodyAcc.std().Y" 0.164213884996491
7 "WALKING" "tBodyAcc.std().Y" -0.0772618561052631
8 "WALKING" "tBodyAcc.std().Y" 0.380782052708333
9 "WALKING" "tBodyAcc.std().Y" -0.201696960826923
10 "WALKING" "tBodyAcc.std().Y" -0.0227431651698113
11 "WALKING" "tBodyAcc.std().Y" -0.0522120750440678
12 "WALKING" "tBodyAcc.std().Y" -0.122783290008
